id,continent_id,"name","lower_name","country_code","full_name","cname","full_cname","remark","continent"
11,3,"Sao Tome and Principe","the democratic republic sao tome and principe","STP","the Democratic Republic Sao Tome and Principe","圣多美和普林西比","圣多美和普林西比民主共和国","圣多美和普林西比民主共和国（葡萄牙语：República Democrática de São Tomé e Príncipe）位于非洲中西部几内亚湾，由圣多美岛、普林西比岛和附近一些礁屿组成，两岛都是火山岛，属热带雨林气候","Africa"
12,3,"Angola","the republic of angola","AGO","the Republic of Angola","安哥拉","安哥拉共和国","安哥拉位于非洲西南部，首都罗安达，西滨大西洋，北及东北邻刚果民主共和国，南邻纳米比亚，东南邻赞比亚，另有一块外飞地卡宾达省与刚果共和国、刚果民主共和国相邻。","Africa"
13,3,"Libyan Arab Jm","state of libya","LBY","State of Libya","利比亚","利比亚国","利比亚（全称利比亚国，阿拉伯语：دولة ليبيا‎‎，英语：State of Libya）是北非的一个国家，位于地中海南岸，与埃及、苏丹、乍得、尼日尔、阿尔及利亚跟突尼斯相邻。面积1759541平方公里。","Africa"
14,3,"Zimbabwe","the republic of zimbabwe","ZWE","the Republic of Zimbabwe","津巴布韦","津巴布韦共和国","津巴布韦共和国，是非洲南部的内陆国家，1980年4月18日独立建国。津巴布韦在1980年之前原本称为罗得西亚，这名字源自于替英国在这地区建立殖民地的塞西尔·罗兹。","Africa"
15,3,"Guinea","the republic of guinea","GIN","The Republic of Guinea","几内亚","几内亚共和国","几内亚共和国（The Republic of Guinea），简称几内亚，来源于柏柏尔语，意为“黑人的国家”，位于西非西岸，北邻几内亚比绍、塞内加尔和马里，东与科特迪瓦、南与塞拉利昂和利比里亚接壤，西濒大西洋。","Africa"
16,3,"Sierra Leone","the republic of sierra leone","SLE","The Republic of Sierra Leone","塞拉利昂","塞拉利昂共和国","塞拉利昂共和国位于西非大西洋岸，北部及东部被几内亚包围、东南与利比里亚接壤，首都弗里敦。台湾译为狮子山共和国，中国大陆和香港译为塞拉利昂共和国。","Africa"
17,3,"Reunion","reunion island","REU","Reunion Island","留尼汪","留尼汪岛","留尼汪岛（l'île de la Reunion）面积2512平方公里， 人口840974人（2013年）。居民主要为马达加斯加人、非洲人、欧洲人、印度人、华人、巴基斯坦人和克里奥尔人。官方语言是法语。94%的居民信奉天主教，少数人信仰伊斯兰教、印度教、佛教。首府圣但尼（Saint-Denis)，人口132338人（1999年）。行政区域分为4个专区（无实权），24个市镇。货币欧元","Africa"
18,3,"Gabon","the gabonese republic","GAB","The Gabonese Republic","加蓬","加蓬共和国","加蓬共和国位于非洲中部西海岸，横跨赤道线。东、南与刚果相连，北与喀麦隆接壤，西北与赤道几内亚毗邻，西濒大西洋，海岸线长800公里。自从1960年8月17日脱离法国统治独立以来，加蓬共和国共经历了3届总统的统治。","Africa"
19,3,"Ghana","the republic of ghana","GHA","The Republic of Ghana","加纳","加纳共和国","加纳是非洲西部的一个国家，位于非洲西部、几内亚湾北岸，西邻科特迪瓦，北接布基纳法索，东毗多哥，南濒大西洋，海岸线长约562公里。地形南北长、东西窄。全境大部地区为平原，东部有阿克瓦皮姆山脉，南部有夸胡高原，北部有甘巴加陡崖。最高峰杰博博山海拔876米。","Africa"
20,3,"Tanzania","the united republic of tanzania","TZA","The United Republic of Tanzania","坦桑尼亚","坦桑尼亚联合共和国","坦桑尼亚全称：坦桑尼亚联合共和国（英文：The United Republic of Tanzania）。位于非洲东部、赤道以南。英联邦成员国之一。北与肯尼亚和乌干达交界，南与赞比亚、马拉维、莫桑比克接壤，西与卢旺达、布隆迪和刚果（金）为邻，东临印度洋。国土面积945087平方公里，截止2013年全国总人口4490万人。","Africa"
21,3,"Mali","the republic of mali","MLI","The Republic of Mali","马里","马里共和国","马里共和国（République du Mali）是西非的一个内陆国家，向北与阿尔及利亚、向东与尼日尔、向南与布基纳法索和科特迪瓦、向西南与几内亚、向西与毛里塔尼亚和塞内加尔接壤，是西非面积第二大的国家。它的北部边界在撒哈拉沙漠的中心，大多数人集中在南部，尼日尔河和塞内加尔河源于这里。马里过去也被称为法属苏丹，它的名字来源于马里帝国。马里国家面积的2%是农用地，同时80%的劳动力在农业工作。","Africa"
22,3,"Somalia","the somalia democratic republic","SOM","The Somalia Democratic Republic","索马里","索马里联邦共和国","索马里联邦共和国位于非洲大陆最东部的索马里半岛，拥有非洲最长的海岸线，总面积637660平方公里","Africa"
23,3,"Mauritania","the islamic republic of mauritania","MRT","The Islamic Republic of Mauritania","毛里塔尼亚","毛里塔尼亚伊斯兰共和国","毛里塔尼亚位于非洲西北部，地处北纬15～27度之间，面积103.07万平方公里。毛搭西濒大西洋，北部与西撒哈拉和阿尔及利亚接壤西，东南部与马里为邻，南与塞内加尔相望。地区属热带沙漠性气候，全境地势平坦。有2/3的地区是沙漠","Africa"
24,3,"Uganda","the republic of uganda","UGA","The Republic of Uganda","乌干达","乌干达共和国","乌干达，位于非洲东部，横跨赤道，东邻肯尼亚，南接坦桑尼亚和卢旺达，西接刚果（金），北连南苏丹，总面积24.15万平方公里。全境大部位于东非高原，多湖，平均海拔1000~1200米，有“高原水乡”之称。","Africa"
25,3,"Chad","the republic of chad","TCD","The Republic of Chad","乍得","乍得共和国","乍得（或译查德，阿拉伯语：تشاد‎，法语：Tchad），全称乍得共和国，是非洲中部的一个内陆国家，北接利比亚，东接苏丹，南接中非共和国，西南与喀麦隆、尼日利亚为邻，西与尼日尔交界。","Africa"
26,3,"Mayotte","territorial collectivity of mayotte","MYT","Territorial Collectivity of Mayotte","马约特岛","马约特岛","马约特岛（Mayotte ）曾经为法国的一个集体领地，全称为马约特集体领地(Territorial Collectivity of Mayotte, 法语作Collectivite Territoriale de Mayotte)，亦称马奥霍(Mahore)，现为法国的一个海外大区（海外省）。位于莫桑比克海峡，与大科摩罗岛、昂儒昂岛、莫埃利岛共同组成科摩罗群岛。面积为374平方公里，居民约18万人，经济以农业为主，主要生产香子兰等香料，是法国的海外领地之一，马约特岛包括大陆地岛、小陆地岛以及周围一些小岛，首府和最大城市马穆楚。岛屿也被临近的东非印度洋岛国科摩罗宣称所有，但由法国实际控制。","Africa"
27,3,"Comoros","union of comoros","COM","Union of Comoros","科摩罗","科摩罗联盟","科摩罗被称月亮之国、香料之国，是非洲一个位于印度洋上的岛国，位于非洲东侧莫桑比克海峡北端入口处，东、西距马达加斯加和莫桑比克各约300公里。组成科摩罗的大科摩罗岛、昂儒昂岛、莫埃利岛和马约特岛被誉为西印度洋上的四颗明珠。","Africa"
28,3,"Botswana","the republic of botswana","BWA","The Republic of Botswana","博茨瓦纳","博茨瓦纳共和国","博兹瓦纳（英文名：Botswana）又译为波札那，正式全名为博茨瓦纳共和国，是位于非洲南部的内陆国。
全国国境皆为干燥的台地地形，南邻南非，西边为纳米比亚，东北与津巴布韦接壤，其国土北端只有在维多利亚瀑布附近与赞比亚接触到些许。","Africa"
29,3,"Senegal","the republic of senegal","SEN","the Republic of Senegal","塞内加尔","塞内加尔共和国","塞内加尔位于非洲西部凸出部位的最西端，首都达喀尔。北接毛里塔尼亚，东邻马里，南接几内亚和几内亚比绍，西临佛得角群岛。海岸线长约700公里。","Africa"
30,3,"Swaziland","the kingdom of swaziland","SWZ","The Kingdom of Swaziland","斯威士兰","斯威士兰王国","斯威士兰，位于非洲东南部为内陆国家，北、西、南三面为南非所环抱，东与莫桑比克为邻。地处南非高原东南边缘德拉肯斯山脉的东坡。
","Africa"
31,3,"Guinea Bissau","the republic of guinea-bissau","GNB","The Republic of Guinea-Bissau","几内亚比绍","几内亚比绍共和国","几内亚比绍共和国是位于北大西洋沿岸的西非国家。[1]  几内亚比绍北邻塞内加尔，东方、南方邻几内亚，西邻大西洋。首都是比绍。","Africa"
32,3,"DR Congo","democratic republic of the congo","COD","Democratic Republic of the Congo","民主刚果","刚果民主共和国","刚果民主共和国（法语：République démocratique du Congo）是非洲中部的一个国家，旧称为扎伊尔（法语：Zaïre），首都为金沙萨。","Africa"
33,3,"Central African","the central african republic","CAF","The Central African Republic","中非","中非共和国","中非共和国（The Central African Republic），简称中非，是指非洲大陆中部的内陆国家。面积62.2万平方公里，东与苏丹交界，南同刚果（布）和刚果（金）接壤，西与喀麦隆毗连，北同乍得为邻。全国共有大小部族32个，主要有巴雅，班达、桑戈和曼吉阿族等。官方语言为法语。通用桑戈语","Africa"
34,3,"Lesotho","the kingdom of lesotho","LSO","The Kingdom of Lesotho","莱索托","莱索托王国","莱索托全名莱索托王国（索托语：Mmuso wa Lesotho，英语：Kingdom of Lesotho，意思是“说索托语的人们”），非洲南部国家之一，英联邦成员国之一。莱索托位于非洲东南部，为内陆国家，地处南非高原东缘德拉肯斯山西坡。","Africa"
35,3,"Congo","republic of the congo","COG","Republic of the Congo","刚果","刚果共和国","刚果共和国（英语：The Republic of Congo；法语：République du Congo），简称为刚果（布），位于非洲中西部，赤道横贯中部，东、南两面邻刚果（金）、安哥拉，北接中非、喀麦隆，西连加蓬，西南临大西洋，海岸线长150多公里，总面积为34.2万平方公里。[1] ","Africa"
36,3,"South Africa","the republic of south africa","ZAF","The Republic of South Africa","南非","南非共和国","南非共和国（The Republic of South Africa），简称南非。地处南半球，有“彩虹之国”之美誉，位于非洲大陆的最南端，陆地面积为1219090平方公里，其东、南、西三面被印度洋和大西洋环抱，陆地上与纳米比亚、博茨瓦纳、莱索托、津巴布韦、莫桑比克和斯威士兰接壤。东面隔印度洋和澳大利亚相望，西面隔大西洋和巴西、阿根廷相望。","Africa"
37,3,"Liberia","the republic of liberia","LBR","The Republic of Liberia","利比里亚","利比里亚共和国","利比里亚共和国（英语：Republic of Liberia），是非洲的一个国家，处于非洲西部。北接几内亚，西北接塞拉利昂，东邻科特迪瓦，西南濒大西洋。
","Africa"
38,3,"Tunisia","the republic of tunisia","TUN","The Republic of Tunisia","突尼斯","突尼斯共和国","突尼斯（Tunisia）全称突尼斯共和国（The Republic of Tunisia，la Répubique Tunisienne）[1]  ，位于非洲大陆最北端，北部和东部面临地中海，隔突尼斯海峡与意大利的西西里岛相望，扼地中海东西航运的要冲，东南与利比亚为邻，西与阿尔及利亚接壤。突尼斯是世界上少数几个集中了海滩、沙漠、山林和古文明的国家之一，是悠久文明和多元文化的融和之地。突尼斯地处地中海地区的中央，拥有长达1300公里的海岸线。","Africa"
39,3,"Zambia","the republic of zambia","ZMB","The Republic of Zambia","赞比亚","赞比亚共和国","赞比亚共和国（The Republic of Zambia）是非洲中南部的一个内陆国家，大部分属于高原地区。北靠刚果民主共和国、东北邻坦桑尼亚、东面和马拉维接壤、东南和莫桑比克相连、南接津巴布韦、博茨瓦纳和纳米比亚，西面与安哥拉相邻。","Africa"
40,3,"Niger","the republic of niger","NER","The Republic of Niger","尼日尔","尼日尔共和国","尼日尔共和国位于非洲中西部，是撒哈拉沙漠南缘的内陆国，该国北与阿尔及利亚和利比亚接壤，南同尼日利亚和贝宁交界，西与马里和布基纳法索毗连，东同乍得相邻","Africa"
41,3,"Western Sahara","the sahrawi arab democratic republic western sahara","ESH","the Sahrawi Arab Democratic Republic Western Sahara","西撒哈拉","阿拉伯撒哈拉民主共和国","西撒哈拉（阿拉伯语：الصحراء الغربية‎，西班牙语：Sáhara Occidental，英语：Western Sahara）位于非洲西北部，地处撒哈拉沙漠西部，滨临大西洋，与摩洛哥、毛利塔尼亚、阿尔及利亚相邻。该地是一个有争议地区，摩洛哥声明对此地区拥有主权。另外，当地独立武装组织波利萨里奥阵线统治着该地区以东大约四分之一的荒芜地区，其余大部分均为摩洛哥所占领。目前，共有47个国家承认该武装政权所领导的“阿拉伯撒哈拉民主共和国（the Sahrawi Arab Democratic Republic）”为独立的阿拉伯国家之一。","Africa"
42,3,"Togo","the republic of togo","TGO","The Republic of Togo","多哥","多哥共和国","多哥共和国（法语：République Togolaise），是西非国家之一，东面与贝宁，北面与布基纳法索，西面与加纳相邻，南面有一小段海岸线面向几内亚湾。","Africa"
43,3,"Namibia","the republic of namibia","NAM","The Republic of Namibia","纳米比亚","纳米比亚共和国","纳米比亚共和国（英语：The Republic of Namibia）位于非洲西南部，北靠安哥拉和赞比亚，东连博茨瓦纳，南接南非。海拔高度为1000-2000米，干旱少雨，属亚热带、半沙漠性气候。该国分为13个行政区和50个地方政府，首都温得和克（Windhoek）。","Africa"
44,3,"Mozambique","the republic of mozambique","MOZ","The Republic of Mozambique","莫桑比克","莫桑比克共和国","莫桑比克共和国（葡萄牙语：República de Moçambique）曾译作莫三鼻给，是非洲南部国家，以葡萄牙语作为官方语言，1975年脱离葡萄牙殖民地而独立。作为与英国并无宪制关系的国家，在1995年以特殊例子加入英联邦。莫桑比克的前身，就是葡属东非洲，它是在1498年3月，被葡萄牙航海家达伽马所率领的船队发现，当时就有阿拉伯的贸易站在沿海一带设立。","Africa"
46,3,"Ethiopia","the federal democratic republic of ethiopia","ETH","The Federal Democratic Republic of Ethiopia","埃塞俄比亚","埃塞俄比亚联邦民主共和国","埃塞俄比亚全名埃塞俄比亚联邦民主共和国（旧称“阿比西尼亚帝国”，Abyssinia）是一个位于非洲东北的国家。
与一般非洲国家不同，埃塞俄比亚在第二次世界大战被意大利入侵（1936-1941年）之前，一直维持其古老的君主制度，并未受到殖民主义浪潮的吞噬。1974年，一次军事流血政变将1930年以来一直统治埃塞俄比亚的皇帝海尔·塞拉西一世（Haile Selassie I）推翻以后，埃塞俄比亚改为奉行社会主义，直至1991年放弃社会主义。","Africa"
47,3,"Morocco","the kingdom of morocco","MAR","The Kingdom of Morocco","摩洛哥","摩洛哥王国","摩洛哥王国是非洲西北部的一个沿海阿拉伯国家，东部以及东南部与阿尔及利亚接壤，南部紧邻西撒哈拉，西部濒临大西洋，北部和西班牙、葡萄牙隔海相望。","Africa"
48,3,"Malawi","the republic of malawi","MWI","The Republic of Malawi","马拉维","马拉维共和国","马拉维全称：马拉维共和国（齐切瓦语：Dziko la Malaŵi；英语：Republic of Malawi），位于非洲东南部，是个内陆国家，被坦桑尼亚、莫桑比克、赞比亚三国包围其中，国土面积11.8万平方公里，人口1511.8万。马拉维得名于境内的马拉维湖，这个湖是非洲第三大湖，面积3万平方公里，湖水最深可达700多米，有很多世界独一无二的淡水鱼种类。","Africa"
49,3,"Nigeria","federal republic of nigeria","NGA","Federal Republic of Nigeria","尼日利亚","尼日利亚联邦共和国","尼日利亚联邦共和国（Federal Republic of Nigeria），位于6°27′N，3°24′E，处于西非东南部的国家，非洲几内亚湾西岸的顶点，邻国包括西边的贝宁，北边的尼日尔，东北方隔乍得湖与乍得接壤一小段国界，东和东南与喀麦隆毗连，南濒大西洋几内亚湾。","Africa"
50,3,"Cape Verde","the republic of cape verde","CPV","The Republic of Cape Verde","佛得角","佛得角共和国","佛得角位于北大西洋的佛得角群岛上，东距非洲大陆最西点佛得角（塞内加尔境内）500多公里，扼欧洲与南美、南非间交通要冲，包括圣安唐、圣尼古拉、萨尔、博阿维什塔、福古、圣地亚哥等15个大小岛屿，分北面的向风群岛和南面的背风群岛两组。民族语言为克里奥尔语。","Africa"
51,3,"Burundi","the republic of burundi","BDI","The Republic of Burundi","布隆迪","布隆迪共和国","布隆迪（The Republic of Burundi）位于非洲中东部赤道南侧。北与卢旺达接壤，东、南与坦桑尼亚交界，西与刚果（金）为邻，西南濒坦噶尼喀湖。境内多高原和山地，大部由东非大裂谷东侧高原构成，全国平均海拔1600米，有“山国”之称。","Africa"
52,3,"Algeria","people's democratic republic of algeria","DZA","People's Democratic Republic of Algeria","阿尔及利亚","阿尔及利亚民主人民共和国","阿尔及利亚经济规模在非洲居第四位，仅次于南非、尼日利亚和埃及。碳化氢产业（石油与天然气的统称）是阿国民经济的支柱。","Africa"
53,3,"Djibouti","the republic of djibouti","DJI","The Republic of Djibouti","吉布提","吉布提共和国","吉布提（法语La République de Djibouti ，阿法尔语：Gabuutih），阿法尔语意为“沸腾的蒸锅”，位于非洲东北部亚丁湾西岸，扼红海入印度洋的要冲，东南与索马里接壤，西南、西部和西北部三面毗邻埃塞俄比亚，北部和厄立特里亚接壤。","Africa"
55,3,"Gambia","islamic republic of gambia","GMB","Islamic Republic of Gambia","冈比亚","冈比亚伊斯兰共和国","冈比亚（全称：冈比亚伊斯兰共和国[1]  ，台湾地区称为“甘比亚”），位于北纬 13°28'，西经 16°39'，非洲西部大西洋沿岸地区，它西邻大西洋，北、东、南三面被塞内加尔紧紧包围，国土面积约为10380平方公里。","Africa"
56,3,"Eq.Guinea","the republic of equatorial guinea","GNQ","The Republic of Equatorial Guinea","赤道几内亚","赤道几内亚共和国","道几内亚（西班牙语：República de Guinea Ecuatorial），位于非洲中西部，西临大西洋，北邻喀麦隆，东、南与加蓬接壤。由大陆上的木尼河地区和几内亚湾内的比奥科、安诺本、科里斯科等岛屿组成。","Africa"
57,3,"Sudan","the republic of sudan","SDN","The Republic of Sudan","苏丹","苏丹共和国","苏丹共和国（阿拉伯语：جمهورية السودان‎；英语：Republic of the Sudan），位于非洲东北、红海沿岸、撒哈拉沙漠东端。苏丹国土面积1886068平方公里，为非洲面积第3大国，世界面积第15大国。首都喀土穆。","Africa"
58,3,"Kenya","the republic of kenya","KEN","The Republic of Kenya","肯尼亚","肯尼亚共和国","肯尼亚位于非洲东部，赤道横贯中部，东非大裂谷纵贯南北。东邻索马里，南接坦桑尼亚，西连乌干达，北与埃塞俄比亚、南苏丹交界，东南濒临印度洋，海岸线长536公里。国土面积的18%为可耕地，其余主要适于畜牧业。
","Africa"
59,1,"Singapore","republic of singapore","SGP","Republic of Singapore","新加坡","新加坡共和国","新加坡，全称为新加坡共和国（英语： Republic of Singapore），旧称新嘉坡、星洲或星岛，别称为狮城，是东南亚的一个岛国，政治体制实行议会制共和制。新加坡北隔柔佛海峡与马来西亚为邻，南隔新加坡海峡与印度尼西亚相望，毗邻马六甲海峡南口，国土除新加坡岛之外，还包括周围数岛","Asia"
60,1,"Korea","republic of korea","KOR","Republic of Korea","韩国","大韩民国","韩国（谚文：한국），全称大韩民国，别称南韩或南朝鲜。位于东亚朝鲜半岛南部，总面积约10万平方公里（占朝鲜半岛总面积的45%），主体民族为朝鲜族（韩族），通用韩语（朝鲜语），总人口约5041.85万（2014年）。首都为首尔（旧称：汉城；谚文：서울）。","Asia"
61,1,"Syrian","the syrian arab republic","SYR","The Syrian Arab Republic","叙利亚","阿拉伯叙利亚共和国","阿拉伯叙利亚共和国（英语：The Syrian Arab Republic），通称为叙利亚，位于亚洲西部，地中海东岸，北与土耳其接壤，东同伊拉克交界，南与约旦毗连，西南与黎巴嫩和巴勒斯坦（或以色列）为邻，西与塞浦路斯隔地中海相望，包括戈兰高地，全国总面积为185180平方公里。沿海和北部地区属亚热带地中海气候，南部地区属热带沙漠气候。","Asia"
62,1,"Uzbekstan","the republic of uzbekistan","UZB","The Republic of Uzbekistan","乌兹别克斯坦","乌兹别克斯坦共和国","乌兹别克斯坦共和国（乌兹别克语：Oʻzbekiston Respublikasi，英语：The Republic of Uzbekistan），简称乌兹别克斯坦，是一个位于中亚的内陆国家，1991年从前苏联独立。是世上两个双重内陆国之一（另一个为列支敦士登）","Asia"
63,1,"Bahrian","the kingdom of bahrain","BHR","The Kingdom of Bahrain","巴林","巴林王国","巴林王国（The Kingdom of Bahrain），简称巴林。巴林，西亚国家，位于亚洲西部，为波斯湾西南部的岛国，邻近卡塔尔和沙特阿拉伯之间，属热带沙漠气候，石油为国家经济的支柱。阿拉伯人约占60%，75~80%的居民住在城市里。
","Asia"
64,1,"Japan","japan","JPN","Japan","日本","日本国","日本（Japan），全称日本国，位于亚洲东部、太平洋西北部。国名意为“日出之国”，领土由北海道、本州、四国、九州四大岛及7200多个小岛组成，总面积37.8万平方千米。主体民族为和族，通用日语，总人口约1.26亿。","Asia"
65,1,"Jordan","the hashemite kingdom of jordan","JOR","The Hashemite Kingdom of Jordan","约旦","约旦哈希姆王国","约旦是一个比较小的阿拉伯国家，但相对周边国家来说约旦政治经济和文化生活等方面稳定。约旦人民生活较为富裕，在伊斯兰国家中相对开放。约旦比较缺乏淡水资源，石油资源不丰富。旅游业是约旦支柱产业之一，佩特拉古城，死海和瓦迪拉姆沙漠等景点成为世界各国游客探险旅行和休闲度假的首选目的地。","Asia"
66,1,"Vietnam","socialist republic of vietnam","VNM","Socialist Republic of Vietnam","越南","越南社会主义共和国","越南，全称为越南社会主义共和国（英语：Socialist Republic of Vietnam，越南语：Cộng hòa Xã hội Chủ nghĩa Việt Nam），是亚洲的一个社会主义国家。位于东南亚中南半岛东部，北与中国广西、云南接壤，西与老挝、柬埔寨交界，国土狭长，面积约33万平方公里，紧邻南海，海岸线长3260多公里，是以京族为主体的多民族国家。
","Asia"
67,1,"Kirghizia","the kyrgyz republic","KGZ","The Kyrgyz Republic","吉尔吉斯斯坦","吉尔吉斯共和国","吉尔吉斯斯坦位于欧亚大陆的腹心地带，不仅是连接欧亚大陆和中东的要冲，还是大国势力东进西出、南下北上的必经之地。面积为19.85万平方公里，是位于中亚东北部的内陆国。","Asia"
68,1,"Thailand","kingdom of thailand","THA","Kingdom of Thailand","泰国","泰王国","泰王国（泰语：ราชอาณาจักรไทย），通称泰国（泰语：ประเทศไทย），是一个位于东南亚的君主立宪制国家。泰国位于中南半岛中部，其西部与北部和缅甸、安达曼海接壤，东北边是老挝，东南是柬埔寨，南边狭长的半岛与马来西亚相连。","Asia"
69,1,"Sri Lanka","the democratic socialist republic of sri lanka","LKA","The Democratic Socialist Republic of Sri Lanka","斯里兰卡","斯里兰卡民主社会主义共和国","斯里兰卡，全称斯里兰卡民主社会主义共和国（The Democratic Socialist Republic of Sri Lanka）[1]  ，旧称锡兰，是个热带岛国，位于印度洋海上，英联邦成员国之一。中国古代曾经称其为狮子国、师子国、僧伽罗。","Asia"
70,1,"United Arab Emirates","the united arab emirates","ARE","The United Arab Emirates","阿联酋","阿拉伯联合酋长国","阿拉伯联合酋长国（阿拉伯文：امارات عربية متحدة‎，英文：The United Arab Emirates），简称为阿联酋，位于阿拉伯半岛东部，北濒波斯湾，西北与卡塔尔为邻，西和南与沙特阿拉伯交界，东和东北与阿曼毗连海岸线长734公里，总面积83600平方公里，首都阿布扎比。[1] 
","Asia"
71,1,"Laos","lao people's democratic republic","LAO","Lao People's Democratic Republic","老挝","老挝人民民主共和国","老挝历史上曾是真腊王国的一部分。13至18世纪是南掌，之后受暹罗和越南入侵，后来又受法国入侵，1893年沦为法国殖民地。1945年独立，1975年废除君主制成立共和国。老挝是东南亚国家联盟成员国，也是最不发达国家之一，于1997年7月加入东盟。[1] ","Asia"
72,1,"Afghanistan","the islamic republic of afghanistan","AFG","the Islamic Republic of Afghanistan","阿富汗","阿富汗斯坦伊斯兰共和国","阿富汗位于西亚、南亚和中亚交汇处，北接土库曼斯坦、乌兹别克斯坦和塔吉克斯坦，东北突出的狭长地带与中国接壤，东和东南与巴基斯坦毗邻，西与伊朗交界。[2] ","Asia"
73,1,"Macau","macau macao","MAC","Macau Macao","中国澳门","中华人民共和国澳门特别行政区","澳门是一个国际自由港，是世界人口密度最高的地区之一，也是世界四大赌城之一。其著名的轻工业、旅游业、酒店业和娱乐场使澳门长盛不衰，成为全球最发达、富裕的地区之一。","Asia"
74,1,"Tajikistan","the republic of tajikistan","TJK","The Republic of Tajikistan","塔吉克斯坦","塔吉克斯坦共和国",NULL,"Asia"
