"id","continent_id","name","lower_name","country_code","full_name","cname","full_cname","remark","continent"
11,3,"Sao Tome and Principe","the democratic republic sao tome and principe","STP","the Democratic Republic Sao Tome and Principe","圣多美和普林西比","圣多美和普林西比民主共和国","圣多美和普林西比民主共和国（葡萄牙语：República Democrática de São Tomé e Príncipe）位于非洲中西部几内亚湾，由圣多美岛、普林西比岛和附近一些礁屿组成，两岛都是火山岛，属热带雨林气候","Africa"
12,3,"Angola","the republic of angola","AGO","the Republic of Angola","安哥拉","安哥拉共和国","安哥拉位于非洲西南部，首都罗安达，西滨大西洋，北及东北邻刚果民主共和国，南邻纳米比亚，东南邻赞比亚，另有一块外飞地卡宾达省与刚果共和国、刚果民主共和国相邻。","Africa"
13,3,"Libyan Arab Jm","state of libya","LBY","State of Libya","利比亚","利比亚国","利比亚（全称利比亚国，阿拉伯语：دولة ليبيا‎‎，英语：State of Libya）是北非的一个国家，位于地中海南岸，与埃及、苏丹、乍得、尼日尔、阿尔及利亚跟突尼斯相邻。面积1759541平方公里。","Africa"
14,3,"Zimbabwe","the republic of zimbabwe","ZWE","the Republic of Zimbabwe","津巴布韦","津巴布韦共和国","津巴布韦共和国，是非洲南部的内陆国家，1980年4月18日独立建国。津巴布韦在1980年之前原本称为罗得西亚，这名字源自于替英国在这地区建立殖民地的塞西尔·罗兹。","Africa"
15,3,"Guinea","the republic of guinea","GIN","The Republic of Guinea","几内亚","几内亚共和国","几内亚共和国（The Republic of Guinea），简称几内亚，来源于柏柏尔语，意为“黑人的国家”，位于西非西岸，北邻几内亚比绍、塞内加尔和马里，东与科特迪瓦、南与塞拉利昂和利比里亚接壤，西濒大西洋。","Africa"
16,3,"Sierra Leone","the republic of sierra leone","SLE","The Republic of Sierra Leone","塞拉利昂","塞拉利昂共和国","塞拉利昂共和国位于西非大西洋岸，北部及东部被几内亚包围、东南与利比里亚接壤，首都弗里敦。台湾译为狮子山共和国，中国大陆和香港译为塞拉利昂共和国。","Africa"
17,3,"Reunion","reunion island","REU","Reunion Island","留尼汪","留尼汪岛","留尼汪岛（l'île de la Reunion）面积2512平方公里， 人口840974人（2013年）。居民主要为马达加斯加人、非洲人、欧洲人、印度人、华人、巴基斯坦人和克里奥尔人。官方语言是法语。94%的居民信奉天主教，少数人信仰伊斯兰教、印度教、佛教。首府圣但尼（Saint-Denis)，人口132338人（1999年）。行政区域分为4个专区（无实权），24个市镇。货币欧元","Africa"
18,3,"Gabon","the gabonese republic","GAB","The Gabonese Republic","加蓬","加蓬共和国","加蓬共和国位于非洲中部西海岸，横跨赤道线。东、南与刚果相连，北与喀麦隆接壤，西北与赤道几内亚毗邻，西濒大西洋，海岸线长800公里。自从1960年8月17日脱离法国统治独立以来，加蓬共和国共经历了3届总统的统治。","Africa"
19,3,"Ghana","the republic of ghana","GHA","The Republic of Ghana","加纳","加纳共和国","加纳是非洲西部的一个国家，位于非洲西部、几内亚湾北岸，西邻科特迪瓦，北接布基纳法索，东毗多哥，南濒大西洋，海岸线长约562公里。地形南北长、东西窄。全境大部地区为平原，东部有阿克瓦皮姆山脉，南部有夸胡高原，北部有甘巴加陡崖。最高峰杰博博山海拔876米。","Africa"
20,3,"Tanzania","the united republic of tanzania","TZA","The United Republic of Tanzania","坦桑尼亚","坦桑尼亚联合共和国","坦桑尼亚全称：坦桑尼亚联合共和国（英文：The United Republic of Tanzania）。位于非洲东部、赤道以南。英联邦成员国之一。北与肯尼亚和乌干达交界，南与赞比亚、马拉维、莫桑比克接壤，西与卢旺达、布隆迪和刚果（金）为邻，东临印度洋。国土面积945087平方公里，截止2013年全国总人口4490万人。","Africa"
21,3,"Mali","the republic of mali","MLI","The Republic of Mali","马里","马里共和国","马里共和国（République du Mali）是西非的一个内陆国家，向北与阿尔及利亚、向东与尼日尔、向南与布基纳法索和科特迪瓦、向西南与几内亚、向西与毛里塔尼亚和塞内加尔接壤，是西非面积第二大的国家。它的北部边界在撒哈拉沙漠的中心，大多数人集中在南部，尼日尔河和塞内加尔河源于这里。马里过去也被称为法属苏丹，它的名字来源于马里帝国。马里国家面积的2%是农用地，同时80%的劳动力在农业工作。","Africa"
22,3,"Somalia","the somalia democratic republic","SOM","The Somalia Democratic Republic","索马里","索马里联邦共和国","索马里联邦共和国位于非洲大陆最东部的索马里半岛，拥有非洲最长的海岸线，总面积637660平方公里","Africa"
23,3,"Mauritania","the islamic republic of mauritania","MRT","The Islamic Republic of Mauritania","毛里塔尼亚","毛里塔尼亚伊斯兰共和国","毛里塔尼亚位于非洲西北部，地处北纬15～27度之间，面积103.07万平方公里。毛搭西濒大西洋，北部与西撒哈拉和阿尔及利亚接壤西，东南部与马里为邻，南与塞内加尔相望。地区属热带沙漠性气候，全境地势平坦。有2/3的地区是沙漠","Africa"
24,3,"Uganda","the republic of uganda","UGA","The Republic of Uganda","乌干达","乌干达共和国","乌干达，位于非洲东部，横跨赤道，东邻肯尼亚，南接坦桑尼亚和卢旺达，西接刚果（金），北连南苏丹，总面积24.15万平方公里。全境大部位于东非高原，多湖，平均海拔1000~1200米，有“高原水乡”之称。","Africa"
25,3,"Chad","the republic of chad","TCD","The Republic of Chad","乍得","乍得共和国","乍得（或译查德，阿拉伯语：تشاد‎，法语：Tchad），全称乍得共和国，是非洲中部的一个内陆国家，北接利比亚，东接苏丹，南接中非共和国，西南与喀麦隆、尼日利亚为邻，西与尼日尔交界。","Africa"
26,3,"Mayotte","territorial collectivity of mayotte","MYT","Territorial Collectivity of Mayotte","马约特岛","马约特岛","马约特岛（Mayotte ）曾经为法国的一个集体领地，全称为马约特集体领地(Territorial Collectivity of Mayotte, 法语作Collectivite Territoriale de Mayotte)，亦称马奥霍(Mahore)，现为法国的一个海外大区（海外省）。位于莫桑比克海峡，与大科摩罗岛、昂儒昂岛、莫埃利岛共同组成科摩罗群岛。面积为374平方公里，居民约18万人，经济以农业为主，主要生产香子兰等香料，是法国的海外领地之一，马约特岛包括大陆地岛、小陆地岛以及周围一些小岛，首府和最大城市马穆楚。岛屿也被临近的东非印度洋岛国科摩罗宣称所有，但由法国实际控制。","Africa"
27,3,"Comoros","union of comoros","COM","Union of Comoros","科摩罗","科摩罗联盟","科摩罗被称月亮之国、香料之国，是非洲一个位于印度洋上的岛国，位于非洲东侧莫桑比克海峡北端入口处，东、西距马达加斯加和莫桑比克各约300公里。组成科摩罗的大科摩罗岛、昂儒昂岛、莫埃利岛和马约特岛被誉为西印度洋上的四颗明珠。","Africa"
28,3,"Botswana","the republic of botswana","BWA","The Republic of Botswana","博茨瓦纳","博茨瓦纳共和国","博兹瓦纳（英文名：Botswana）又译为波札那，正式全名为博茨瓦纳共和国，是位于非洲南部的内陆国。
全国国境皆为干燥的台地地形，南邻南非，西边为纳米比亚，东北与津巴布韦接壤，其国土北端只有在维多利亚瀑布附近与赞比亚接触到些许。","Africa"
29,3,"Senegal","the republic of senegal","SEN","the Republic of Senegal","塞内加尔","塞内加尔共和国","塞内加尔位于非洲西部凸出部位的最西端，首都达喀尔。北接毛里塔尼亚，东邻马里，南接几内亚和几内亚比绍，西临佛得角群岛。海岸线长约700公里。","Africa"
30,3,"Swaziland","the kingdom of swaziland","SWZ","The Kingdom of Swaziland","斯威士兰","斯威士兰王国","斯威士兰，位于非洲东南部为内陆国家，北、西、南三面为南非所环抱，东与莫桑比克为邻。地处南非高原东南边缘德拉肯斯山脉的东坡。
","Africa"
31,3,"Guinea Bissau",NULL,"GNB",NULL,"几内亚(比绍)",NULL,NULL,"Africa"
32,3,"Congo,DR",NULL,"COD",NULL,"民主刚果",NULL,NULL,"Africa"
33,3,"Central African Rep.",NULL,"CAF",NULL,"中非共和国",NULL,NULL,"Africa"
34,3,"Lesotho",NULL,"LSO",NULL,"莱索托",NULL,NULL,"Africa"
35,3,"Congo",NULL,"COG",NULL,"刚果",NULL,NULL,"Africa"
36,3,"S.Africa",NULL,"ZAF",NULL,"南非",NULL,NULL,"Africa"
37,3,"Liberia",NULL,"LBR",NULL,"利比里亚",NULL,NULL,"Africa"
38,3,"Tunisia",NULL,"TUN",NULL,"突尼斯",NULL,NULL,"Africa"
39,3,"Zambia",NULL,"ZMB",NULL,"赞比亚",NULL,NULL,"Africa"
40,3,"Niger",NULL,"NER",NULL,"尼日尔",NULL,NULL,"Africa"
41,3,"Western Sahara",NULL,"ESH",NULL,"西撒哈拉",NULL,NULL,"Africa"
42,3,"Togo",NULL,"TGO",NULL,"多哥",NULL,NULL,"Africa"
43,3,"Namibia",NULL,"NAM",NULL,"纳米比亚",NULL,NULL,"Africa"
44,3,"Mozambique",NULL,"MOZ",NULL,"莫桑比克",NULL,NULL,"Africa"
45,3,"Melilla",NULL,"",NULL,"梅利利亚",NULL,NULL,"Africa"
46,3,"Ethiopia",NULL,"ETH",NULL,"埃塞俄比亚",NULL,NULL,"Africa"
47,3,"Morocco",NULL,"MAR",NULL,"摩洛哥",NULL,NULL,"Africa"
48,3,"Malawi",NULL,"MWI",NULL,"马拉维",NULL,NULL,"Africa"
49,3,"Nigeria",NULL,"NGA",NULL,"尼日利亚",NULL,NULL,"Africa"
50,3,"Cape Verde",NULL,"CPV",NULL,"佛得角",NULL,NULL,"Africa"
51,3,"Burundi",NULL,"BDI",NULL,"布隆迪",NULL,NULL,"Africa"
52,3,"Algeria",NULL,"DZA",NULL,"阿尔及利亚",NULL,NULL,"Africa"
53,3,"Djibouti",NULL,"DJI",NULL,"吉布提",NULL,NULL,"Africa"
54,3,"Canary Is",NULL,"",NULL,"加那利群岛",NULL,NULL,"Africa"
55,3,"Gambia",NULL,"GMB",NULL,"冈比亚",NULL,NULL,"Africa"
56,3,"Eq.Guinea",NULL,"GNQ",NULL,"赤道几内亚",NULL,NULL,"Africa"
57,3,"Sudan",NULL,"SDN",NULL,"苏丹",NULL,NULL,"Africa"
58,3,"Kenya",NULL,"KEN",NULL,"肯尼亚",NULL,NULL,"Africa"
59,1,"Singapore",NULL,"SGP",NULL,"新加坡",NULL,NULL,"Asia"
60,1,"Korea Rep.",NULL,"KOR",NULL,"韩国",NULL,NULL,"Asia"
61,1,"Syrian",NULL,"SYR",NULL,"叙利亚",NULL,NULL,"Asia"
62,1,"Uzbekstan",NULL,"UZB",NULL,"乌兹别克斯坦",NULL,NULL,"Asia"
63,1,"Bahrian",NULL,"BHR",NULL,"巴林",NULL,NULL,"Asia"
64,1,"Japan",NULL,"JPN",NULL,"日本",NULL,NULL,"Asia"
65,1,"Jordan",NULL,"JOR",NULL,"约旦",NULL,NULL,"Asia"
66,1,"Vietnam",NULL,"VNM",NULL,"越南",NULL,NULL,"Asia"
67,1,"Kirghizia",NULL,"KGZ",NULL,"吉尔吉斯斯坦",NULL,NULL,"Asia"
68,1,"Thailand",NULL,"THA",NULL,"泰国",NULL,NULL,"Asia"
69,1,"Sri Lanka",NULL,"LKA",NULL,"斯里兰卡",NULL,NULL,"Asia"
70,1,"United Arab Emirates",NULL,"ARE",NULL,"阿联酋",NULL,NULL,"Asia"
71,1,"Laos,PDR",NULL,"LAO",NULL,"老挝",NULL,NULL,"Asia"
72,1,"Afghanistan",NULL,"AFG",NULL,"阿富汗",NULL,NULL,"Asia"
73,1,"Macau",NULL,"MAC",NULL,"中国澳门",NULL,NULL,"Asia"
74,1,"Tadzhikistan",NULL,"TJK",NULL,"塔吉克斯坦",NULL,NULL,"Asia"
75,1,"Korea,DPR",NULL,"PRK",NULL,"朝鲜",NULL,NULL,"Asia"
76,1,"Palestine",NULL,"PAL",NULL,"巴勒斯坦",NULL,NULL,"Asia"
77,1,"Hong Kong",NULL,"HKG",NULL,"中国香港",NULL,NULL,"Asia"
78,1,"Iraq",NULL,"IRQ",NULL,"伊拉克",NULL,NULL,"Asia"
79,1,"Lebanon",NULL,"LBN",NULL,"黎巴嫩",NULL,NULL,"Asia"
80,1,"Kuwait",NULL,"KWT",NULL,"科威特",NULL,NULL,"Asia"
81,1,"Brunei",NULL,"BRN",NULL,"文莱",NULL,NULL,"Asia"
82,1,"Maldives",NULL,"MDV",NULL,"马尔代夫",NULL,NULL,"Asia"
83,1,"Indonesia",NULL,"IDN",NULL,"印度尼西亚",NULL,NULL,"Asia"
84,1,"Israel",NULL,"ISR",NULL,"以色列",NULL,NULL,"Asia"
85,1,"Mongolia",NULL,"MNG",NULL,"蒙古",NULL,NULL,"Asia"
86,1,"Oman",NULL,"OMN",NULL,"阿曼",NULL,NULL,"Asia"
87,1,"India",NULL,"IND",NULL,"印度",NULL,NULL,"Asia"
88,1,"Myanmar",NULL,"MMR",NULL,"缅甸",NULL,NULL,"Asia"
89,1,"Malaysia",NULL,"MYS",NULL,"马来西亚",NULL,NULL,"Asia"
90,1,"East Timor",NULL,"TMP",NULL,"东帝汶",NULL,NULL,"Asia"
91,1,"Republic of Yemen",NULL,"YEM",NULL,"也门共和国",NULL,NULL,"Asia"
92,1,"Bhutan",NULL,"BTN",NULL,"不丹",NULL,NULL,"Asia"
93,1,"Cambodia",NULL,"KHM",NULL,"柬埔寨",NULL,NULL,"Asia"
94,1,"Pakistan",NULL,"PAK",NULL,"巴基斯坦",NULL,NULL,"Asia"
95,1,"Bangladesh",NULL,"BGD",NULL,"孟加拉国",NULL,NULL,"Asia"
96,1,"Saudi Arabia",NULL,"SAU",NULL,"沙特阿拉伯",NULL,NULL,"Asia"
97,1,"Turkmenistan",NULL,"TKM",NULL,"土库曼斯坦",NULL,NULL,"Asia"
98,1,"Qatar",NULL,"QAT",NULL,"卡塔尔",NULL,NULL,"Asia"
99,1,"Nepal",NULL,"NPL",NULL,"尼泊尔",NULL,NULL,"Asia"
100,1,"Kazakhstan",NULL,"KAZ",NULL,"哈萨克斯坦",NULL,NULL,"Asia"
101,1,"Philippines",NULL,"PHL",NULL,"菲律宾",NULL,NULL,"Asia"
102,1,"Taiwan prov.",NULL,"TWN",NULL,"台湾",NULL,NULL,"Asia"
103,1,"China",NULL,"CHN",NULL,"中国大陆",NULL,NULL,"Asia"
104,1,"Iran",NULL,"IRN",NULL,"伊朗",NULL,NULL,"Asia"
105,NULL,"Costa Rica",NULL,"CRI",NULL,"哥斯达黎加",NULL,NULL,"Central America"
106,NULL,"Cuba",NULL,"CUB",NULL,"古巴",NULL,NULL,"Central America"
107,NULL,"Dominican Rep.",NULL,"DOM",NULL,"多米尼加共和国",NULL,NULL,"Central America"
108,NULL,"Mexico",NULL,"MEX",NULL,"墨西哥",NULL,NULL,"Central America"
109,NULL,"Nicaragua",NULL,"NIC",NULL,"尼加拉瓜",NULL,NULL,"Central America"
110,NULL,"Panama",NULL,"PAN",NULL,"巴拿马",NULL,NULL,"Central America"
111,NULL,"the Netherlands Antilles",NULL,"ANT",NULL,"荷属安地列斯群岛",NULL,NULL,"Central America"
112,NULL,"El Salvador",NULL,"SLV",NULL,"萨尔瓦多",NULL,NULL,"Central America"
113,NULL,"VIRGIN IS.(U.K.)",NULL,"BVI",NULL,"英属维尔京群岛",NULL,NULL,"Central America"
114,NULL,"Puerto Rico",NULL,"PTR",NULL,"波多黎各",NULL,NULL,"Central America"
115,NULL,"VIRGIN IS.(US)",NULL,"",NULL,"美属维尔京群岛",NULL,NULL,"Central America"
116,NULL,"ANGUILLA(U.K.)",NULL,"",NULL,"安圭拉(英)",NULL,NULL,"Central America"
117,NULL,"ST. LUCIA",NULL,"",NULL,"圣卢西亚",NULL,NULL,"Central America"
118,NULL,"ST. VINCENT AND THE GRENADINES",NULL,"VAG",NULL,"圣文森特和格纳丁斯",NULL,NULL,"Central America"
119,NULL,"NETHERLANDS ANTILLES",NULL,"",NULL,"荷属安德列斯",NULL,NULL,"Central America"
120,NULL,"Guadeloupe",NULL,"GLP",NULL,"瓜德罗普",NULL,NULL,"Central America"
121,NULL,"Honduras",NULL,"HND",NULL,"洪都拉斯",NULL,NULL,"Central America"
122,NULL,"Guatemala",NULL,"GTM",NULL,"危地马拉",NULL,NULL,"Central America"
123,2,"Georgia",NULL,"GEO",NULL,"格鲁吉亚",NULL,NULL,"Europe"
124,2,"Armenia",NULL,"ARM",NULL,"亚美尼亚",NULL,NULL,"Europe"
125,2,"Azerbaijan",NULL,"AZE",NULL,"阿塞拜疆",NULL,NULL,"Europe"
126,2,"Byelorussia",NULL,"BLR",NULL,"白俄罗斯",NULL,NULL,"Europe"
127,2,"Russia",NULL,"RUS",NULL,"俄罗斯联邦",NULL,NULL,"Europe"
128,2,"Ukraine",NULL,"UKR",NULL,"乌克兰",NULL,NULL,"Europe"
129,2,"Hungary",NULL,"HUN",NULL,"匈牙利",NULL,NULL,"Europe"
130,2,"Iceland",NULL,"ISL",NULL,"冰岛",NULL,NULL,"Europe"
131,2,"Malta",NULL,"MLT",NULL,"马耳他",NULL,NULL,"Europe"
132,2,"Monaco",NULL,"MCO",NULL,"摩纳哥",NULL,NULL,"Europe"
133,2,"Norway",NULL,"NOR",NULL,"挪威",NULL,NULL,"Europe"
134,2,"Romania",NULL,"ROM",NULL,"罗马尼亚",NULL,NULL,"Europe"
135,2,"San Marino",NULL,"SMR",NULL,"圣马力诺",NULL,NULL,"Europe"
136,2,"Sweden",NULL,"SWE",NULL,"瑞典",NULL,NULL,"Europe"
137,2,"Switzerland",NULL,"CHE",NULL,"瑞士",NULL,NULL,"Europe"
138,2,"Estonia",NULL,"EST",NULL,"爱沙尼亚",NULL,NULL,"Europe"
139,2,"Latvia",NULL,"LVA",NULL,"拉脱维亚",NULL,NULL,"Europe"
140,2,"Lithuania",NULL,"LTU",NULL,"立陶宛",NULL,NULL,"Europe"
141,2,"Moldavia",NULL,"MDA",NULL,"摩尔多瓦",NULL,NULL,"Europe"
142,2,"Turkey",NULL,"TUR",NULL,"土耳其",NULL,NULL,"Europe"
143,2,"Slovenia Rep",NULL,"SVN",NULL,"斯洛文尼亚",NULL,NULL,"Europe"
144,2,"Czech Rep",NULL,"CZE",NULL,"捷克共和国",NULL,NULL,"Europe"
145,2,"Slovak Rep",NULL,"SVK",NULL,"斯洛伐克",NULL,NULL,"Europe"
146,2,"Macedonia Rep",NULL,"MKD",NULL,"马其顿",NULL,NULL,"Europe"
147,2,"Bosnia&Hercegovina",NULL,"BIH",NULL,"波斯尼亚-黑塞哥维那共和",NULL,NULL,"Europe"
148,2,"Vatican City State",NULL,"VAT",NULL,"梵蒂冈城国",NULL,NULL,"Europe"
149,2,"Netherlands",NULL,"NLD",NULL,"荷兰",NULL,NULL,"Europe"
150,2,"Croatia Rep",NULL,"HRV",NULL,"克罗地亚",NULL,NULL,"Europe"
151,2,"Greece",NULL,"GRC",NULL,"希腊",NULL,NULL,"Europe"
152,2,"Ireland",NULL,"IRL",NULL,"爱尔兰",NULL,NULL,"Europe"
153,2,"Belgium",NULL,"BEL",NULL,"比利时",NULL,NULL,"Europe"
154,2,"Cyprus",NULL,"CYP",NULL,"塞浦路斯",NULL,NULL,"Europe"
155,2,"Denmark",NULL,"DNK",NULL,"丹麦",NULL,NULL,"Europe"
156,2,"United Kingdom",NULL,"ENG",NULL,"英国",NULL,NULL,"Europe"
157,2,"Germany",NULL,"DEU",NULL,"德国",NULL,NULL,"Europe"
158,2,"France",NULL,"FRA",NULL,"法国",NULL,NULL,"Europe"
159,2,"Italy",NULL,"ITA",NULL,"意大利",NULL,NULL,"Europe"
160,2,"Luxembourg",NULL,"LUX",NULL,"卢森堡",NULL,NULL,"Europe"
161,2,"Portugal",NULL,"PRT",NULL,"葡萄牙",NULL,NULL,"Europe"
162,2,"Poland",NULL,"POL",NULL,"波兰",NULL,NULL,"Europe"
163,2,"Spain",NULL,"ESP",NULL,"西班牙",NULL,NULL,"Europe"
164,2,"Albania",NULL,"ALB",NULL,"阿尔巴尼亚",NULL,NULL,"Europe"
165,2,"Andorra",NULL,"AND",NULL,"安道尔",NULL,NULL,"Europe"
166,2,"Liechtenstein",NULL,"LIE",NULL,"列支敦士登",NULL,NULL,"Europe"
167,2,"Serbia & Montenegro",NULL,"S&M",NULL,"塞黑",NULL,NULL,"Europe"
168,2,"Austria",NULL,"AUT",NULL,"奥地利",NULL,NULL,"Europe"
169,2,"Bulgaria",NULL,"BGR",NULL,"保加利亚",NULL,NULL,"Europe"
170,2,"Finland",NULL,"FIN",NULL,"芬兰",NULL,NULL,"Europe"
171,2,"Gibraltar",NULL,"GIB",NULL,"直布罗陀",NULL,NULL,"Europe"
172,6,"Dominica",NULL,"DMA",NULL,"多米尼克",NULL,NULL,"North America"
173,6,"Bermuda",NULL,"BMU",NULL,"百慕大",NULL,NULL,"North America"
174,6,"Canada",NULL,"CAN",NULL,"加拿大",NULL,NULL,"North America"
175,6,"United States",NULL,"USA",NULL,"美国",NULL,NULL,"North America"
176,6,"Greenland",NULL,"GRL",NULL,"格陵兰",NULL,NULL,"North America"
177,4,"Tonga",NULL,"TON",NULL,"汤加",NULL,NULL,"Oceania"
178,4,"Australia",NULL,"AUS",NULL,"澳大利亚",NULL,NULL,"Oceania"
179,4,"Cook Is",NULL,"COK",NULL,"库克群岛",NULL,NULL,"Oceania"
180,4,"Nauru",NULL,"NRU",NULL,"瑙鲁",NULL,NULL,"Oceania"
181,4,"New Caledonia",NULL,"NCL",NULL,"新喀里多尼亚",NULL,NULL,"Oceania"
182,4,"Vanuatu",NULL,"VUT",NULL,"瓦努阿图",NULL,NULL,"Oceania"
183,4,"Solomon Is",NULL,"SLB",NULL,"所罗门群岛",NULL,NULL,"Oceania"
184,4,"Samoa",NULL,"WSM",NULL,"萨摩亚",NULL,NULL,"Oceania"
185,4,"Tuvalu",NULL,"TUV",NULL,"图瓦卢",NULL,NULL,"Oceania"
186,4,"Micronesia Fs",NULL,"FSM",NULL,"密克罗尼西亚联邦",NULL,NULL,"Oceania"
187,4,"Marshall Is Rep",NULL,"MHL",NULL,"马绍尔群岛",NULL,NULL,"Oceania"
188,4,"Kiribati",NULL,"KIR",NULL,"基里巴斯",NULL,NULL,"Oceania"
189,4,"French Polynesia",NULL,"PYF",NULL,"法属玻利尼西亚",NULL,NULL,"Oceania"
190,4,"New Zealand",NULL,"NZL",NULL,"新西兰",NULL,NULL,"Oceania"
191,4,"Fiji",NULL,"FJI",NULL,"斐济",NULL,NULL,"Oceania"
192,4,"Papua New Guinea",NULL,"PNG",NULL,"巴布亚新几内亚",NULL,NULL,"Oceania"
193,4,"Palau",NULL,"PLW",NULL,"帕劳共和国",NULL,NULL,"Oceania"
194,4,"Tuamotu Is",NULL,"",NULL,"土阿莫土群岛",NULL,NULL,"Oceania"
195,4,"Tubai Is",NULL,"",NULL,"土布艾群岛",NULL,NULL,"Oceania"
196,4,"Society Is",NULL,"",NULL,"社会群岛",NULL,NULL,"Oceania"
197,4,"Marquesas Is",NULL,"",NULL,"马克萨斯群岛",NULL,NULL,"Oceania"
198,4,"Wallis and Futuna",NULL,"WLF",NULL,"瓦利斯和浮图纳",NULL,NULL,"Oceania"
199,4,"Gambier Is",NULL,"",NULL,"盖比群岛",NULL,NULL,"Oceania"
200,4,"Norfolk Is",NULL,"",NULL,"诺福克岛",NULL,NULL,"Oceania"
201,7,"Chile",NULL,"CHL",NULL,"智利",NULL,NULL,"South America"
202,7,"Colombia",NULL,"COL",NULL,"哥伦比亚",NULL,NULL,"South America"
203,7,"French Guyana",NULL,"GUF",NULL,"法属圭亚那",NULL,NULL,"South America"
204,7,"Guyana",NULL,"GUY",NULL,"圭亚那",NULL,NULL,"South America"
205,7,"Curacao",NULL,"",NULL,"库腊索岛",NULL,NULL,"South America"
